ID,Interest_Rate,EMI
APPB20730608932,35.5,943
APPB20733819504,13.5,896
APPB20734786932,20,372
APPB20741631921,20,1033
APPB20773571319,19,1405
APPB20810362724,13,865
APPB20814406122,14.5,1176
APPB20822487117,13.99,4098
APPB20823405919,20,557
APPB20844836316,20,557
APPB20869528737,18.15,972
APPB20872138346,15.25,486
APPB20874332125,35.5,1060
APPB20887716505,15.5,905
APPB20891544918,19.05,4489
APPB20904408731,28.5,416
APPB20912602736,16.25,529
APPB20919895149,20,456
APPB20951064519,14.85,1388
APPB20959413103,28.5,833
APPB20960728524,15.25,1044
APPB20967461304,18.25,726
APPB20981782927,28.5,1195
APPB30018365305,18.4,545
APPB30021422706,20,397
APPB30022259346,20,743
APPB30061613126,18.15,295
APPB30066823939,15.5,974
APPB30071449723,17,1783
APPB30077441121,13.75,2314
APPB30102652506,20,927
APPB30106743112,18.25,590
APPB30115366931,24,1122
APPB30127135721,16.75,494
APPB30158874343,28.5,772
APPB30160593949,16.75,247
APPB30175741716,13.5,1354
APPB30183244333,15,952
APPB30186498918,15.25,1914
APPB30190706512,27,1406
APPB30199848528,16.75,575
APPB30200304724,18.4,179
APPB30212565329,18,762
APPB30218106537,18.25,1276
APPB30243371139,15.75,977
APPB30244106936,13,910
APPB30246311527,16.2,1221
APPB30251099114,12.99,1137
APPB30256655919,15.75,846
APPB30274933939,13.99,1163
APPB30287288314,13.75,2314
APPB30305294941,19,1167
APPB30322586137,16.5,1819
APPB30330448735,17.5,291
APPB30356599936,20,929
APPB30363556706,16.75,1088
APPB30365387729,19,299
APPB30368271328,14.5,688
APPB30373025309,20,713
APPB30389243948,18.25,460
APPB30391142548,24,288
APPB30396385543,17.5,497
APPB30403038109,15,1189
APPB30404774134,14.85,1388
APPB30409895111,20,1060
APPB30419335932,13.99,4098
APPB30437366548,15.5,1203
APPB30445091103,20,2093
APPB30448253728,20,822
APPB30458592737,17,2436
APPB30459057149,20,1060
APPB30470914127,20,1060
APPB30487686101,18.25,791
APPB30497118518,20,509
APPB30503553531,31.5,848
APPB30505496934,15.25,348
APPB30508889312,15.25,972
APPB30517394519,15.5,1203
APPB30535695136,14.85,1944
APPB30544655701,13.99,2213
APPB30550525306,16.75,1724
APPB30551177932,20,372
APPB30574932339,15.5,1180
APPB30581086325,20,1018
APPB30593608736,14.85,474
APPB30596818743,18.5,1078
APPB30639479718,28.5,975
APPB30642614107,20,372
APPB30644466323,16.5,615
APPB30645201529,31.5,369
APPB30672495728,18.4,917
APPB30690815704,15.75,1051
APPB30698836737,17.5,990
APPB30702565533,15.5,481
APPB30709184314,18,217
APPB30721547932,35.5,982
APPB30729726513,33,575
APPB30738517344,28.5,551
APPB30753271912,18.15,382
APPB30760254706,20,1527
APPB30768907327,16.15,1762
APPB30771617739,20,763
APPB30778379533,15.25,1458
APPB30783655541,15.5,1203
APPB30794404737,16,608
APPB30811185321,31.5,701
APPB30815554309,14.85,1518
APPB30816706503,20,265
APPB30827228906,20,254
APPB30830075517,15.25,486
APPB30834456314,20,372
APPB30850547721,18.25,1001
APPB30859022719,13.49,1035
APPB30872032313,13.99,720
APPB30885156334,15.5,698
APPB30895576336,14.49,1411
APPB30895762543,20,1018
APPB30898853149,20,926
APPB30912118348,14.85,4163
APPB30915709104,20,530
APPB30921685527,14.25,1240
APPB30923051114,13,951
APPB30945542548,13,1663
APPB30964702905,15.5,633
APPB30972526934,18,362
APPB40007314331,23,962
APPB40011288932,14.25,1263
APPB40014014939,20,609
APPB40034613513,19,367
APPB40036511741,18.25,907
APPB40040076904,18.15,764
APPB40050067707,15.5,487
APPB40050085546,13,1905
APPB40073343338,20,372
APPB40076024517,16.75,890
APPB40087174721,15.5,1047
APPB40091062533,13.99,820
APPB40098588745,14.5,1101
APPB40099453713,19,1734
APPB40107319117,18.4,727
APPB40130355533,15.25,1674
APPB40140633129,13.49,1354
APPB40182082104,25.5,1542
APPB40185373535,24,863
APPB40189771946,13.99,2322
APPB40196692129,24,1295
APPB40197108946,27,1851
APPB40217717727,15.5,1203
APPB40242322746,31.5,295
APPB40243331903,19,934
APPB40249822925,20,152
APPB40272977309,24,2129
APPB40278744515,14.85,711
APPB40305269742,13,2275
APPB40320283719,37,362
APPB40323036908,31.5,1070
APPB40339944739,20,768
APPB40346321938,19,504
APPB40350672339,15.25,2392
APPB40357026117,20,743
APPB40366178701,16.75,742
APPB40369102327,15.5,722
APPB40376285526,14.75,2107
APPB40377747311,15.25,1044
APPB40388454902,16.75,355
APPB40403468346,16.75,1724
APPB40403841912,15.5,1203
APPB40406204736,17,2366
APPB40407751721,20,186
APPB40413307319,14.85,1388
APPB40418018118,20,372
APPB40433264342,18.25,295
APPB40435657318,18.25,500
APPB40438524705,13.99,1530
APPB40440083524,14.85,2347
APPB40450094908,31.5,479
APPB40524463915,15.8,1695
APPB40547691915,20,509
APPB40562799337,20,901
APPB40569582315,31.5,1070
APPB40572014704,18.25,363
APPB40577647903,11.99,3949
APPB40580727107,31.5,369
APPB40581766911,18.5,950
APPB40600453914,20,595
APPB40617374102,18,881
APPB40619143323,15.25,1044
APPB40625611538,15.25,1398
APPB40627716541,13,724
APPB40642352112,31.5,738
APPB40643515909,15.5,905
APPB40649229135,27.5,1912
APPB40649324714,20,874
APPB40664136544,20,1060
APPB40682102735,13.99,1025
APPB40702952925,16.2,733
APPB40729232721,31.5,1180
APPB40740431309,19,1375
APPB40760237519,16.35,2084
APPB40770015949,15.25,2265
APPB40791361939,24,921
APPB40814361122,18.25,255
APPB40820278526,18.4,1101
APPB40835923143,19,1375
APPB40842327912,31.5,1039
APPB40857455132,18.5,873
APPB40862504133,15.25,696
APPB40873115324,15.25,1808
APPB40889218708,20,927
APPB40898797503,23.5,526
APPB40934965942,18,1085
APPB40938953737,18,254
APPB40946507925,19.75,508
APPB40947372139,18.5,847
APPB40970853914,15.5,1236
APPB40989699336,31.5,567
APPB40993695316,13.75,1573
APPB40997611507,20,818
APPB50018526505,14.5,938
APPB50026844521,20,632
APPB50051222147,19,259
APPB50054218508,16.35,490
APPB50063579504,14.5,1929
APPB50073895511,18.4,1127
APPB50082721509,18,499
APPB50082721723,14.25,2745
APPB50093941702,20,1522
APPB50132557935,13.99,698
APPB50150768716,20,557
APPB50190126311,16.75,1092
APPB50201985128,20,874
APPB50224252908,24,326
APPB50236939511,15.25,1808
APPB50245945522,20,874
APPB50250593325,15.25,3479
APPB50260118537,16.75,816
APPB50270542949,18.25,638
APPB50273172708,32.5,983
APPB50290467104,13.99,2732
APPB50302043111,13.49,1610
APPB50306821742,32.5,877
APPB50307828508,20,1115
APPB50355435126,37,924
APPB50359984744,20,1060
APPB50361964349,22,1146
APPB50376811919,13,910
APPB50386768119,14.85,2857
APPB50395053549,20,609
APPB50400294721,20,768
APPB50423578928,13.75,2777
APPB50447359327,14.49,1461
APPB50492067538,15.5,722
APPB50508746324,13.5,806
APPB50527446544,13.99,1776
APPB50541311916,31.5,885
APPB50543014146,20,768
APPB50544125539,13,268
APPB50544427747,14.85,1067
APPB50549084728,15.25,957
APPB50564914112,18.4,592
APPB50582703908,31.5,516
APPB50603822533,19,1196
APPB50620918715,31.5,567
APPB50650745314,19.75,909
APPB50652063916,28.5,703
APPB50661409735,33,1209
APPB50662307938,17,1355
APPB50666111125,18.15,764
APPB50676723138,15.25,1398
APPB50695799334,15.25,5980
APPB50697701922,14.49,1176
APPB50707535547,20,1060
APPB50708233107,18.15,1070
APPB50738317101,31.5,996
APPB50739707921,20,954
APPB50755856721,20,768
APPB50790894903,15.25,718
APPB50799772111,15,1252
APPB50813232934,16.75,939
APPB50839919923,20,1527
APPB50847108734,18.15,1532
APPB50858066341,20,1749
APPB50858482709,18.4,512
APPB50882055148,20,530
APPB50888276738,15.25,972
APPB50909925946,14.85,1804
APPB50929444722,31.5,1070
APPB50937425301,15.25,1196
APPB50940841511,20,743
APPB50943823321,20,689
APPB50951529729,13.99,683
APPB50959908731,18.25,1021
APPB60009142503,15.25,1044
APPB60017234942,20,768
APPB60045103546,28.5,583
APPB60047241739,20,372
APPB60049126711,18.25,1736
APPB60049165927,18.5,1820
APPB60064836126,15.5,698
APPB60084388907,17,577
APPB60089261309,32.5,937
APPB60112066108,17,989
APPB60128728537,37,357
APPB60131996317,18.25,590
APPB60132295923,18.25,871
APPB60144469735,15.25,348
APPB60154076333,14.5,1033
APPB60160338523,13.25,2857
APPB60227743909,16.5,1168
APPB60230659946,14.49,1411
APPB60251528333,15.25,478
APPB60301165901,35.5,864
APPB60312615929,14.85,1730
APPB60317463136,35.5,785
APPB60319945502,14.75,484
APPB60326814949,20,578
APPB60347391531,29,554
APPB60368855905,16.75,2472
APPB60382116302,20,1113
APPB60446555946,14.85,711
APPB60446739914,19,1297
APPB60459432931,14.85,237
APPB60473184339,13.99,683
APPB60483879905,15.5,281
APPB60488495742,18.4,768
APPB60490937533,13,893
APPB60507198515,18.25,885
APPB60511328922,15.25,4138
APPB60547425738,13.99,1440
APPB60573496132,14.85,877
APPB60575932538,24,785
APPB60581746714,18.25,544
APPB60589856514,18.4,501
APPB60603585549,20,265
APPB60614694322,20,974
APPB60620798104,15.25,1196
APPB60626173147,20,913
APPB60638766339,31.5,959
APPB60649083545,18.25,944
APPB60651262304,15.25,522
APPB60658787345,14.85,2608
APPB60659759912,20,509
APPB60682236536,13,683
APPB60688481709,18.4,769
APPB60699958315,20,372
APPB60700397724,35.5,707
APPB60710147311,18.4,364
APPB60716346325,18.25,500
APPB60717402309,15,476
APPB60737693922,14.25,234
APPB60753156117,16.75,493
APPB60760856542,27,1748
APPB60768603722,13.99,4098
APPB60773306915,15.25,904
APPB60816614314,20,743
APPB60839615911,20,509
APPB60840708737,15.75,726
APPB60841027727,20,768
APPB60846487125,35.5,864
APPB60848474701,18.4,512
APPB60853028938,18.15,1001
APPB60866825128,15.25,280
APPB60875864327,13.99,478
APPB60886436918,20,609
APPB60888602512,15.5,1810
APPB60924732527,15.5,349
APPB60925938336,14.49,1186
APPB60936032344,27,1496
APPB60940922708,13,475
APPB60942023343,17.5,729
APPB60942616748,20,509
APPB60949996535,14.85,2248
APPB60960871103,20,795
APPB60972024523,13.99,1025
APPB60975372724,15.5,1299
APPB70006239521,18.25,1276
APPB70022051905,13.99,1025
APPB70036072904,20,768
APPB70049097319,31.5,1217
APPB70049848347,15.5,2443
APPB70051883533,20,530
APPB70065721118,15.5,241
APPB70070495114,18.25,856
APPB70080882912,18,762
APPB70083114326,13.99,2326
APPB70088285334,20,557
APPB70119497113,16.75,711
APPB70132518301,31.5,369
APPB70146835713,20,901
APPB70155312112,24,834
APPB70155359745,31.5,1180
APPB70156176329,16.25,734
APPB70159894732,15.25,1044
APPB70162068727,16.75,742
APPB70164348725,14.85,854
APPB70172648913,20,743
APPB70179387943,18.25,1088
APPB70194673303,28.5,1195
APPB70213902741,15.25,3444
APPB70225387939,18.15,1087
APPB70233669312,19,519
APPB70237584345,20,743
APPB70243896726,15.25,1808
APPB70269817902,14.85,1082
APPB70277889903,31.5,567
APPB70298666712,31.5,433
APPB70310011141,18.25,974
APPB70312709345,17,1243
APPB70353915713,15.25,718
APPB70354414106,20,974
APPB70355798718,20,1035
APPB70382163949,15.25,1808
APPB70390241512,20,761
APPB70392053135,28.5,1406
APPB70425663948,20,509
APPB70432551903,15.5,1203
APPB70441136338,28.5,551
APPB70461661508,31.5,369
APPB70478059912,20,304
APPB70482182715,31.5,1033
APPB70483596308,20,609
APPB70489389903,20,1060
APPB70504417545,14.85,902
APPB70513211935,20,954
APPB70522827542,12.99,1365
APPB70530803709,20,372
APPB70532113101,31.5,1180
APPB70535556735,13.99,1025
APPB70535649908,20,1035
APPB70581923513,15.25,2181
APPB70592785948,16.5,858
APPB70596846103,31.5,701
APPB70610913101,28.5,1476
APPB70613331548,20,874
APPB70641648731,19,1297
APPB70643102515,24,1381
APPB70661004906,13.99,1709
APPB70662308517,17,1483
APPB70666245541,18.15,1019
APPB70673058501,15.25,478
APPB70675094936,28.5,551
APPB70676807929,15.25,1739
APPB70696621533,27,408
APPB70712325909,14.85,2331
APPB70712664532,18.25,1072
APPB70717044716,16.75,1112
APPB70725317318,17.5,1130
APPB70751885707,13.5,1354
APPB70752685934,20,1297
APPB70763018332,16.75,995
APPB70768897543,20,265
APPB70769258948,32.5,1085
APPB70770641746,16.75,742
APPB70772509511,18.25,842
APPB70779655509,14.5,1033
APPB70806196933,14.85,1968
APPB70806534114,15.5,722
APPB70807373534,13.75,1249
APPB70828058726,16.2,1422
APPB70834412503,16.35,1413
APPB70847945945,17.5,1809
APPB70861516532,17.5,291
APPB70865471919,18.25,740
APPB70865528942,18.15,1325
APPB70868903328,31,1484
APPB70870713142,20,530
APPB70876447531,16.75,1379
APPB70878861522,20,1007
APPB70898881347,20,2093
APPB70902823135,13,832
APPB70904462944,28.5,583
APPB70904759134,20,1060
APPB70907337503,18,1270
APPB70909433117,13.99,2400
APPB70920301928,15.25,1196
APPB70927317914,16.75,494
APPB70931607934,15.25,478
APPB70941863726,15.25,486
APPB70943683128,13.75,2314
APPB70994081729,13.99,4098
APPB80045819315,13.99,820
APPB80054872118,18.25,945
APPB80072134907,20,848
APPB80088658741,13.99,1196
APPB80090611716,31.5,884
APPB80118086728,13.99,546
APPB80122633142,20,265
APPB80130223346,20,874
APPB80132334722,19,934
APPB80141276913,24,1007
APPB80142051115,13.5,230
APPB80160463706,20,530
APPB80173324302,14.85,1937
APPB80184827513,16.75,355
APPB80194524319,14.5,630
APPB80196787521,16.75,455
APPB80204797524,20,509
APPB80207522716,13,893
APPB80207574348,27,1680
APPB80210272926,24,1237
APPB80212431544,20,954
APPB80218351523,19,1405
APPB80226435918,13.99,342
APPB80246458311,15.5,481
APPB80268089514,24,1500
APPB80288403916,23.5,3702
APPB80302295717,35.5,825
APPB80313337737,33,309
APPB80315177924,15.5,2983
APPB80321536541,32.5,339
APPB80327035132,19,1495
APPB80385776133,14.75,831
APPB80406743713,20,743
APPB80418082145,15.75,701
APPB80420752907,16.75,1063
APPB80425474311,20,409
APPB80428896919,20,1139
APPB80431371742,13.75,1157
APPB80460173329,16.75,1236
APPB80469744916,28.5,1166
APPB80470435522,14.5,1741
APPB80477696722,17,1212
APPB80490835341,15.25,1044
APPB80506829348,22,519
APPB80523324933,18.25,327
APPB80534191131,19.75,741
APPB80562009507,20,556
APPB80566407113,13.49,1900
APPB80566961731,18.15,1087
APPB80602831324,16.75,977
APPB80603886906,13.99,480
APPB80605304923,20,1139
APPB80611705531,20,1171
APPB80613597315,18,917
APPB80615099312,14.85,934
APPB80633811744,17,1270
APPB80639959723,15.5,938
APPB80671021702,18.25,1251
APPB80671797543,20,954
APPB80676469324,16.25,982
APPB80684083738,17,866
APPB80696373906,14.49,1627
APPB80719291934,28.5,1335
APPB80733358924,15,347
APPB80735668727,20,1007
APPB80750021144,17,1243
APPB80756015146,20,913
APPB80765593502,17,1443
APPB80770983703,14.85,1186
APPB80776303928,20,1139
APPB80784828739,18.25,1151
APPB80805995321,16.75,1812
APPB80856603308,28.5,416
APPB80867307936,12.99,1395
APPB80890511529,13.5,3249
APPB80924971534,19.75,741
APPB80928601124,17,249
APPB80934013903,33,755
APPB80934655937,13.99,1940
APPB80964304937,19,922
APPB80971327501,14.5,827
APPB80978393135,14.85,1730
APPB80979643912,16.75,1030
APPB80982526128,24,978
APPB90002476138,16.35,1661
APPB90003443306,13.99,1025
APPB90007794939,14.85,2109
APPB90016248528,18.25,974
APPB90017429145,15.5,562
APPB90049509336,33,575
APPB90050869124,16.5,492
APPB90053201501,14.85,1388
APPB90060375906,15.75,350
APPB90075604923,13.5,1433
APPB90086474732,31.5,649
APPB90089438721,15.25,904
APPB90102218128,15.5,1203
APPB90117561505,13.5,1150
APPB90132233539,32.5,1085
APPB90136014338,13.5,896
APPB90144098109,13.25,3958
APPB90146925713,18,1879
APPB90149609741,20,913
APPB90149643513,18.25,726
APPB90155469116,18.25,1501
APPB90183094916,20,795
APPB90201013121,18.25,500
APPB90202838915,20,1351
APPB90217465722,14.85,1384
APPB90224537306,14.85,902
APPB90238642106,16,4219
APPB90251488329,17.5,879
APPB90278937727,14.49,1268
APPB90278995309,15.5,1251
APPB90291443726,31.5,1070
APPB90302116336,20,509
APPB90304445719,32.5,657
APPB90329245313,31.5,369
APPB90344772703,31.5,885
APPB90362807302,14.49,1176
APPB90370297924,18.4,1076
APPB90381097145,18.25,726
APPB90383741142,17.5,914
APPB90408361902,16.25,569
APPB90427772315,15.5,562
APPB90428857716,13.99,1163
APPB90429562139,15.25,167
APPB90430264134,20,874
APPB90433482322,37,924
APPB90449751712,13.25,3046
APPB90450951511,14.85,1388
APPB90465675149,18.15,725
APPB90478071502,15.25,1808
APPB90491832705,13.75,479
APPB90494051715,20,509
APPB90502761944,16.75,766
APPB90508327512,35.5,364
APPB90527122545,20,743
APPB90532296908,13,614
APPB90539979136,18.4,444
APPB90553289528,13.99,698
APPB90568824735,15.5,1203
APPB90582441922,15,952
APPB90586557112,15.5,722
APPB90587943504,31.5,397
APPB90587968743,16.25,2725
APPB90595145723,18.25,511
APPB90600185345,15.5,241
APPB90618863106,18.25,281
APPB90656857547,13.5,2687
APPB90690116137,20,446
APPB90704188944,31.5,563
APPB90718342915,15.5,843
APPB90734982922,14.25,1510
APPB90739958311,37,298
APPB90776261133,20,609
APPB90782814517,28.5,1195
APPB90796545124,18.15,1413
APPB90805462137,14.8,3316
APPB90807087122,24,1500
APPB90808511323,35.5,903
APPB90816934518,13.99,528
APPB90818521506,13.5,1220
APPB90821601502,13.75,2475
APPB90850603945,20,2517
APPB90869002903,19.75,1186
APPB90870693923,17.5,582
APPB90881698124,17.5,251
APPB90889062708,13.75,2639
APPB90894325715,17.5,1795
APPB90900739325,15.5,1095
APPB90931158336,20,1060
APPB90935679936,13.99,465
APPB90940179938,11.99,2633
APPB90940304512,37,764
APPB90948749133,14.85,692
APPB90965737314,28.5,1124
APPB90967046125,16.75,718
APPB90988814311,13.99,1025
APPB90994153318,18.25,363
APPB90996504701,31.5,850
APPC10022033824,19.05,4489
APPC10029073608,28.5,1300
APPC10043131627,20,509
APPC10044402049,15.5,722
APPC10044615426,13.99,1776
APPC10044998835,18.5,744
APPC10051042819,17,249
APPC10053096817,24,392
APPC10072976208,24,863
APPC10075929224,20,509
APPC10102046038,15.25,2392
APPC10102859647,14.85,1730
APPC10117305203,31.5,1070
APPC10130457016,18.5,1001
APPC10132228432,17,671
APPC10138091831,20,768
APPC10139015203,16,802
APPC10150538621,20,913
APPC10153288244,13.5,1354
APPC10163734403,16.25,1223
APPC10166783811,28.5,1476
APPC10172283808,13.99,1749
APPC10174985417,15.25,696
APPC10207971629,20,483
APPC10210235231,27,1680
APPC10223664622,13.49,1150
APPC10225351014,18.4,1076
APPC10232571606,18.25,651
APPC10234242407,16.75,1982
APPC10236612434,31.5,996
APPC10243511233,24,834
APPC10258241621,35.5,982
APPC10264985432,20,509
APPC10273759802,13.49,1127
APPC10287497624,14.85,484
APPC10327487823,32.5,987
APPC10357774242,19.75,791
APPC10362443226,14.49,1721
APPC10375139645,31.5,1070
APPC10381779224,20,530
APPC10417692007,16.75,355
APPC10420946612,15.75,1072
APPC10433619424,15.75,726
APPC10434558824,14.85,948
APPC10447604227,17.5,1256
APPC10453595047,20,1086
APPC10456076419,20,639
APPC10463289017,15.5,698
APPC10469315836,18.4,896
APPC10483276836,15.25,904
APPC10490291012,37,464
APPC10493651402,15.75,1156
APPC10514087416,13.99,1639
APPC10531616843,17.5,291
APPC10548668621,20,901
APPC10548782635,16.75,989
APPC10550112209,16.75,1092
APPC10552259634,14.99,1002
APPC10559529244,15.5,1203
APPC10569901834,18.15,1200
APPC10570098419,20,1139
APPC10590808448,17,713
APPC10591613019,13.99,1093
APPC10621536005,13.99,480
APPC10624286033,18,1625
APPC10628397201,20,1086
APPC10642714008,28.5,1499
APPC10644338425,13.75,2122
APPC10645581848,17.5,1456
APPC10646766832,13.5,3451
APPC10661317422,31.5,885
APPC10665325205,15.5,1684
APPC10673117431,20,3338
APPC10681624628,13,1706
APPC10691224207,18.15,1196
APPC10696043423,20,609
APPC10696593632,20,609
APPC10699271433,15.75,701
APPC10710525817,20,1041
APPC10724271622,13.99,1093
APPC10738422028,20,1033
APPC10746897819,16.75,711
APPC10758161219,14.85,833
APPC10770642039,13.5,4004
APPC10771107228,15,856
APPC10773141228,20,1112
APPC10825456239,15.25,3588
APPC10842096832,20,609
APPC10889215815,13.99,5464
APPC10893139434,13.99,465
APPC10898836039,31.5,775
APPC10917984411,20,632
APPC10937034047,13,819
APPC10951973246,13.5,1164
APPC10973803401,16.75,1236
APPC20006502616,16.75,865
APPC20008839624,13,2039
APPC20010293815,18.25,856
APPC20047897237,16.75,717
APPC20061916633,15.25,972
APPC20097012822,15.5,1047
APPC20099852007,13,705
APPC20110434607,15.5,481
APPC20111744603,15.25,1146
APPC20126122648,14.85,1210
APPC20128725201,18.5,502
APPC20128953825,18.25,826
APPC20132569024,18.5,257
APPC20137116038,20,1120
APPC20137536226,15.25,904
APPC20150222001,18.4,896
APPC20172037032,19,934
APPC20177469238,15.25,1196
APPC20177642045,20,927
APPC20177691625,13,537
